Returned ,Delivery days,Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Product ID,Category,Sub-Category,Sales,Quantity,Profit,Region,Ship Date,Discount,order date,Product Name,Return Reason,Notes,Reason,Approver
no,5,6361,CA-2016-115693,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Los Angeles,California,90032,OFF-AR-10003582,Office Supplies,Art,56.3,2,15.764,West,15-12-2016 00:00:00,0,10-12-2016 00:00:00,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",,,,
no,6,4315,CA-2016-115945,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,OFF-AR-10004062,Office Supplies,Art,20.96,2,5.24,West,01-07-2016 00:00:00,0,25-06-2016 00:00:00,Staples in misc. colors,,,,
no,6,4316,CA-2016-115945,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,OFF-BI-10004330,Office Supplies,Binders,88.752,3,27.735,West,01-07-2016 00:00:00,0.2,25-06-2016 00:00:00,"GBC Velobind Prepunched Cover Sets, Regency Series",,,,
no,6,4317,CA-2016-115945,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,OFF-ST-10001963,Office Supplies,Storage,304.23,3,9.126900000,West,01-07-2016 00:00:00,0,25-06-2016 00:00:00,Tennsco Regal Shelving Units,,,,
no,6,4315,CA-2016-115945,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,OFF-AR-10004062,Office Supplies,Art,20.96,2,5.24,West,01-07-2016 00:00:00,0,25-06-2016 00:00:00,Staples in misc. colors,,,,
no,6,4316,CA-2016-115945,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,OFF-BI-10004330,Office Supplies,Binders,88.752,3,27.735,West,01-07-2016 00:00:00,0.2,25-06-2016 00:00:00,"GBC Velobind Prepunched Cover Sets, Regency Series",,,,
no,6,4317,CA-2016-115945,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,OFF-ST-10001963,Office Supplies,Storage,304.23,3,9.126900000,West,01-07-2016 00:00:00,0,25-06-2016 00:00:00,Tennsco Regal Shelving Units,,,,
no,6,4315,CA-2016-115945,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,OFF-AR-10004062,Office Supplies,Art,20.96,2,5.24,West,01-07-2016 00:00:00,0,25-06-2016 00:00:00,Staples in misc. colors,,,,
no,6,4316,CA-2016-115945,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,OFF-BI-10004330,Office Supplies,Binders,88.752,3,27.735,West,01-07-2016 00:00:00,0.2,25-06-2016 00:00:00,"GBC Velobind Prepunched Cover Sets, Regency Series",,,,
no,6,4317,CA-2016-115945,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,OFF-ST-10001963,Office Supplies,Storage,304.23,3,9.126900000,West,01-07-2016 00:00:00,0,25-06-2016 00:00:00,Tennsco Regal Shelving Units,,,,
no,3,2248,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-PA-10004285,Office Supplies,Paper,13.36,2,6.4128,West,18-02-2016 00:00:00,0,15-02-2016 00:00:00,Xerox 1959,,,,
no,3,2249,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-BI-10001628,Office Supplies,Binders,41.72,5,13.0375,West,18-02-2016 00:00:00,0.2,15-02-2016 00:00:00,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",,,,
yes,3,2250,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-BI-10000546,Office Supplies,Binders,11.52,5,4.176,West,18-02-2016 00:00:00,0.2,15-02-2016 00:00:00,Avery Durable Binders,Defective,,,
no,3,2251,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-AP-10001391,Office Supplies,Appliances,541.44,6,157.0176,West,18-02-2016 00:00:00,0,15-02-2016 00:00:00,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,,,,
yes,3,2252,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-PA-10000477,Office Supplies,Paper,19.44,3,9.3312,West,18-02-2016 00:00:00,0,15-02-2016 00:00:00,Xerox 22,Incorrect Product Ordered,Customer didn't realize item was in cart - M Gomez,Customer didn't realize item was in cart,M Gomez
no,3,2248,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-PA-10004285,Office Supplies,Paper,13.36,2,6.4128,West,18-02-2016 00:00:00,0,15-02-2016 00:00:00,Xerox 1959,,,,
no,3,2249,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-BI-10001628,Office Supplies,Binders,41.72,5,13.0375,West,18-02-2016 00:00:00,0.2,15-02-2016 00:00:00,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",,,,
yes,3,2250,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-BI-10000546,Office Supplies,Binders,11.52,5,4.176,West,18-02-2016 00:00:00,0.2,15-02-2016 00:00:00,Avery Durable Binders,Defective,,,
no,3,2251,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-AP-10001391,Office Supplies,Appliances,541.44,6,157.0176,West,18-02-2016 00:00:00,0,15-02-2016 00:00:00,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,,,,
yes,3,2252,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-PA-10000477,Office Supplies,Paper,19.44,3,9.3312,West,18-02-2016 00:00:00,0,15-02-2016 00:00:00,Xerox 22,Incorrect Product Ordered,Customer didn't realize item was in cart - M Gomez,Customer didn't realize item was in cart,M Gomez
no,3,2248,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-PA-10004285,Office Supplies,Paper,13.36,2,6.4128,West,18-02-2016 00:00:00,0,15-02-2016 00:00:00,Xerox 1959,,,,
no,3,2249,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-BI-10001628,Office Supplies,Binders,41.72,5,13.0375,West,18-02-2016 00:00:00,0.2,15-02-2016 00:00:00,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",,,,
yes,3,2250,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-BI-10000546,Office Supplies,Binders,11.52,5,4.176,West,18-02-2016 00:00:00,0.2,15-02-2016 00:00:00,Avery Durable Binders,Defective,,,
no,3,2251,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-AP-10001391,Office Supplies,Appliances,541.44,6,157.0176,West,18-02-2016 00:00:00,0,15-02-2016 00:00:00,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,,,,
yes,3,2252,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-PA-10000477,Office Supplies,Paper,19.44,3,9.3312,West,18-02-2016 00:00:00,0,15-02-2016 00:00:00,Xerox 22,Incorrect Product Ordered,Customer didn't realize item was in cart - M Gomez,Customer didn't realize item was in cart,M Gomez
no,3,2248,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-PA-10004285,Office Supplies,Paper,13.36,2,6.4128,West,18-02-2016 00:00:00,0,15-02-2016 00:00:00,Xerox 1959,,,,
no,3,2249,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-BI-10001628,Office Supplies,Binders,41.72,5,13.0375,West,18-02-2016 00:00:00,0.2,15-02-2016 00:00:00,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",,,,
yes,3,2250,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-BI-10000546,Office Supplies,Binders,11.52,5,4.176,West,18-02-2016 00:00:00,0.2,15-02-2016 00:00:00,Avery Durable Binders,Defective,,,
no,3,2251,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-AP-10001391,Office Supplies,Appliances,541.44,6,157.0176,West,18-02-2016 00:00:00,0,15-02-2016 00:00:00,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,,,,
yes,3,2252,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-PA-10000477,Office Supplies,Paper,19.44,3,9.3312,West,18-02-2016 00:00:00,0,15-02-2016 00:00:00,Xerox 22,Incorrect Product Ordered,Customer didn't realize item was in cart - M Gomez,Customer didn't realize item was in cart,M Gomez
no,3,2248,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-PA-10004285,Office Supplies,Paper,13.36,2,6.4128,West,18-02-2016 00:00:00,0,15-02-2016 00:00:00,Xerox 1959,,,,
no,3,2249,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-BI-10001628,Office Supplies,Binders,41.72,5,13.0375,West,18-02-2016 00:00:00,0.2,15-02-2016 00:00:00,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",,,,
yes,3,2250,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-BI-10000546,Office Supplies,Binders,11.52,5,4.176,West,18-02-2016 00:00:00,0.2,15-02-2016 00:00:00,Avery Durable Binders,Defective,,,
no,3,2251,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-AP-10001391,Office Supplies,Appliances,541.44,6,157.0176,West,18-02-2016 00:00:00,0,15-02-2016 00:00:00,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,,,,
yes,3,2252,CA-2016-116092,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,OFF-PA-10000477,Office Supplies,Paper,19.44,3,9.3312,West,18-02-2016 00:00:00,0,15-02-2016 00:00:00,Xerox 22,Incorrect Product Ordered,Customer didn't realize item was in cart - M Gomez,Customer didn't realize item was in cart,M Gomez
no,2,2260,CA-2016-117611,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,OFF-FA-10002280,Office Supplies,Fasteners,5,1,2.4,West,10-11-2016 00:00:00,0,08-11-2016 00:00:00,Advantus Plastic Paper Clips,,,,
no,2,2261,CA-2016-117611,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,TEC-AC-10002049,Technology,Accessories,371.97,3,66.9546,West,10-11-2016 00:00:00,0,08-11-2016 00:00:00,Logitech G19 Programmable Gaming Keyboard,,,,
no,2,2260,CA-2016-117611,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,OFF-FA-10002280,Office Supplies,Fasteners,5,1,2.4,West,10-11-2016 00:00:00,0,08-11-2016 00:00:00,Advantus Plastic Paper Clips,,,,
no,2,2261,CA-2016-117611,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,TEC-AC-10002049,Technology,Accessories,371.97,3,66.9546,West,10-11-2016 00:00:00,0,08-11-2016 00:00:00,Logitech G19 Programmable Gaming Keyboard,,,,
no,5,4561,CA-2016-118871,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,OFF-EN-10003296,Office Supplies,Envelopes,271.44,3,122.148,West,09-12-2016 00:00:00,0,04-12-2016 00:00:00,Tyvek Side-Opening Peel & Seel Expanding Envelopes,,,,
no,5,4562,CA-2016-118871,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,TEC-PH-10000193,Technology,Phones,110.352,3,8.2764,West,09-12-2016 00:00:00,0.2,04-12-2016 00:00:00,Jensen SMPS-640 - speaker phone,,,,
no,5,4563,CA-2016-118871,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,FUR-FU-10002111,Furniture,Furnishings,36.4,5,13.832,West,09-12-2016 00:00:00,0,04-12-2016 00:00:00,"Master Caster Door Stop, Large Brown",,,,
no,5,4561,CA-2016-118871,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,OFF-EN-10003296,Office Supplies,Envelopes,271.44,3,122.148,West,09-12-2016 00:00:00,0,04-12-2016 00:00:00,Tyvek Side-Opening Peel & Seel Expanding Envelopes,,,,
no,5,4562,CA-2016-118871,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,TEC-PH-10000193,Technology,Phones,110.352,3,8.2764,West,09-12-2016 00:00:00,0.2,04-12-2016 00:00:00,Jensen SMPS-640 - speaker phone,,,,
no,5,4563,CA-2016-118871,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,FUR-FU-10002111,Furniture,Furnishings,36.4,5,13.832,West,09-12-2016 00:00:00,0,04-12-2016 00:00:00,"Master Caster Door Stop, Large Brown",,,,
no,5,4561,CA-2016-118871,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,OFF-EN-10003296,Office Supplies,Envelopes,271.44,3,122.148,West,09-12-2016 00:00:00,0,04-12-2016 00:00:00,Tyvek Side-Opening Peel & Seel Expanding Envelopes,,,,
no,5,4562,CA-2016-118871,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,TEC-PH-10000193,Technology,Phones,110.352,3,8.2764,West,09-12-2016 00:00:00,0.2,04-12-2016 00:00:00,Jensen SMPS-640 - speaker phone,,,,
no,5,4563,CA-2016-118871,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,FUR-FU-10002111,Furniture,Furnishings,36.4,5,13.832,West,09-12-2016 00:00:00,0,04-12-2016 00:00:00,"Master Caster Door Stop, Large Brown",,,,
no,5,5325,CA-2016-119508,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712,OFF-AR-10003723,Office Supplies,Art,16.9,5,6.253,West,09-12-2016 00:00:00,0,04-12-2016 00:00:00,Avery Hi-Liter Fluorescent Desk Style Markers,,,,
no,5,5326,CA-2016-119508,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712,FUR-FU-10004270,Furniture,Furnishings,25.08,6,9.0288,West,09-12-2016 00:00:00,0,04-12-2016 00:00:00,"Eldon Image Series Desk Accessories, Burgundy",,,,
no,5,5325,CA-2016-119508,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712,OFF-AR-10003723,Office Supplies,Art,16.9,5,6.253,West,09-12-2016 00:00:00,0,04-12-2016 00:00:00,Avery Hi-Liter Fluorescent Desk Style Markers,,,,
no,5,5326,CA-2016-119508,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712,FUR-FU-10004270,Furniture,Furnishings,25.08,6,9.0288,West,09-12-2016 00:00:00,0,04-12-2016 00:00:00,"Eldon Image Series Desk Accessories, Burgundy",,,,
no,2,7442,CA-2016-120446,First Class,JG-15805,John Grady,Corporate,United States,San Diego,California,92105,OFF-LA-10003148,Office Supplies,Labels,18.9,3,8.694,West,18-11-2016 00:00:00,0,16-11-2016 00:00:00,Avery 51,,,,
no,7,8055,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-ST-10001490,Office Supplies,Storage,892.35,5,267.705,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,"Hot File 7-Pocket, Floor Stand",,,,
no,7,8056,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,FUR-BO-10004695,Furniture,Bookcases,307.666,2,28.9568,West,04-09-2016 00:00:00,0.15,28-08-2016 00:00:00,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,,,,
no,7,8057,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-ST-10000736,Office Supplies,Storage,728.82,9,29.1528,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,Carina Double Wide Media Storage Towers in Natural & Black,,,,
no,7,8058,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-BI-10001617,Office Supplies,Binders,41.36,5,13.959,West,04-09-2016 00:00:00,0.2,28-08-2016 00:00:00,GBC Wire Binding Combs,,,,
no,7,8059,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,TEC-PH-10003589,Technology,Phones,43.176,3,15.1116,West,04-09-2016 00:00:00,0.2,28-08-2016 00:00:00,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,,,,
no,7,8060,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,FUR-FU-10003981,Furniture,Furnishings,4.16,2,1.7472,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,Eldon Wave Desk Accessories,,,,
no,7,8055,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-ST-10001490,Office Supplies,Storage,892.35,5,267.705,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,"Hot File 7-Pocket, Floor Stand",,,,
no,7,8056,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,FUR-BO-10004695,Furniture,Bookcases,307.666,2,28.9568,West,04-09-2016 00:00:00,0.15,28-08-2016 00:00:00,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,,,,
no,7,8057,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-ST-10000736,Office Supplies,Storage,728.82,9,29.1528,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,Carina Double Wide Media Storage Towers in Natural & Black,,,,
no,7,8058,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-BI-10001617,Office Supplies,Binders,41.36,5,13.959,West,04-09-2016 00:00:00,0.2,28-08-2016 00:00:00,GBC Wire Binding Combs,,,,
no,7,8059,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,TEC-PH-10003589,Technology,Phones,43.176,3,15.1116,West,04-09-2016 00:00:00,0.2,28-08-2016 00:00:00,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,,,,
no,7,8060,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,FUR-FU-10003981,Furniture,Furnishings,4.16,2,1.7472,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,Eldon Wave Desk Accessories,,,,
no,7,8055,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-ST-10001490,Office Supplies,Storage,892.35,5,267.705,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,"Hot File 7-Pocket, Floor Stand",,,,
no,7,8056,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,FUR-BO-10004695,Furniture,Bookcases,307.666,2,28.9568,West,04-09-2016 00:00:00,0.15,28-08-2016 00:00:00,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,,,,
no,7,8057,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-ST-10000736,Office Supplies,Storage,728.82,9,29.1528,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,Carina Double Wide Media Storage Towers in Natural & Black,,,,
no,7,8058,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-BI-10001617,Office Supplies,Binders,41.36,5,13.959,West,04-09-2016 00:00:00,0.2,28-08-2016 00:00:00,GBC Wire Binding Combs,,,,
no,7,8059,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,TEC-PH-10003589,Technology,Phones,43.176,3,15.1116,West,04-09-2016 00:00:00,0.2,28-08-2016 00:00:00,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,,,,
no,7,8060,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,FUR-FU-10003981,Furniture,Furnishings,4.16,2,1.7472,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,Eldon Wave Desk Accessories,,,,
no,7,8055,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-ST-10001490,Office Supplies,Storage,892.35,5,267.705,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,"Hot File 7-Pocket, Floor Stand",,,,
no,7,8056,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,FUR-BO-10004695,Furniture,Bookcases,307.666,2,28.9568,West,04-09-2016 00:00:00,0.15,28-08-2016 00:00:00,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,,,,
no,7,8057,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-ST-10000736,Office Supplies,Storage,728.82,9,29.1528,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,Carina Double Wide Media Storage Towers in Natural & Black,,,,
no,7,8058,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-BI-10001617,Office Supplies,Binders,41.36,5,13.959,West,04-09-2016 00:00:00,0.2,28-08-2016 00:00:00,GBC Wire Binding Combs,,,,
no,7,8059,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,TEC-PH-10003589,Technology,Phones,43.176,3,15.1116,West,04-09-2016 00:00:00,0.2,28-08-2016 00:00:00,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,,,,
no,7,8060,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,FUR-FU-10003981,Furniture,Furnishings,4.16,2,1.7472,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,Eldon Wave Desk Accessories,,,,
no,7,8055,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-ST-10001490,Office Supplies,Storage,892.35,5,267.705,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,"Hot File 7-Pocket, Floor Stand",,,,
no,7,8056,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,FUR-BO-10004695,Furniture,Bookcases,307.666,2,28.9568,West,04-09-2016 00:00:00,0.15,28-08-2016 00:00:00,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,,,,
no,7,8057,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-ST-10000736,Office Supplies,Storage,728.82,9,29.1528,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,Carina Double Wide Media Storage Towers in Natural & Black,,,,
no,7,8058,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-BI-10001617,Office Supplies,Binders,41.36,5,13.959,West,04-09-2016 00:00:00,0.2,28-08-2016 00:00:00,GBC Wire Binding Combs,,,,
no,7,8059,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,TEC-PH-10003589,Technology,Phones,43.176,3,15.1116,West,04-09-2016 00:00:00,0.2,28-08-2016 00:00:00,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,,,,
no,7,8060,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,FUR-FU-10003981,Furniture,Furnishings,4.16,2,1.7472,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,Eldon Wave Desk Accessories,,,,
no,7,8055,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-ST-10001490,Office Supplies,Storage,892.35,5,267.705,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,"Hot File 7-Pocket, Floor Stand",,,,
no,7,8056,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,FUR-BO-10004695,Furniture,Bookcases,307.666,2,28.9568,West,04-09-2016 00:00:00,0.15,28-08-2016 00:00:00,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,,,,
no,7,8057,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-ST-10000736,Office Supplies,Storage,728.82,9,29.1528,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,Carina Double Wide Media Storage Towers in Natural & Black,,,,
no,7,8058,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,OFF-BI-10001617,Office Supplies,Binders,41.36,5,13.959,West,04-09-2016 00:00:00,0.2,28-08-2016 00:00:00,GBC Wire Binding Combs,,,,
no,7,8059,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,TEC-PH-10003589,Technology,Phones,43.176,3,15.1116,West,04-09-2016 00:00:00,0.2,28-08-2016 00:00:00,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,,,,
no,7,8060,CA-2016-121188,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,FUR-FU-10003981,Furniture,Furnishings,4.16,2,1.7472,West,04-09-2016 00:00:00,0,28-08-2016 00:00:00,Eldon Wave Desk Accessories,,,,
no,3,1300,CA-2016-121391,First Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94109,OFF-ST-10001590,Office Supplies,Storage,26.96,2,7.0096,West,07-10-2016 00:00:00,0,04-10-2016 00:00:00,"Tenex Personal Project File with Scoop Front Design, Black",,,,
no,5,8135,CA-2016-121776,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Los Angeles,California,90008,OFF-PA-10001970,Office Supplies,Paper,36.84,3,17.3148,West,21-02-2016 00:00:00,0,16-02-2016 00:00:00,Xerox 1881,,,,
no,5,8136,CA-2016-121776,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Los Angeles,California,90008,OFF-LA-10002762,Office Supplies,Labels,87.71,7,41.2237,West,21-02-2016 00:00:00,0,16-02-2016 00:00:00,Avery 485,,,,
no,5,8135,CA-2016-121776,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Los Angeles,California,90008,OFF-PA-10001970,Office Supplies,Paper,36.84,3,17.3148,West,21-02-2016 00:00:00,0,16-02-2016 00:00:00,Xerox 1881,,,,
no,5,8136,CA-2016-121776,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Los Angeles,California,90008,OFF-LA-10002762,Office Supplies,Labels,87.71,7,41.2237,West,21-02-2016 00:00:00,0,16-02-2016 00:00:00,Avery 485,,,,
